"","Control 2h","Control 2h_2","Control 2h_3","Control 6h_1","Control 6h_2","Control 6h_3","Control 10h_1","Control 10h_2","Control 10h_3","Control 24h_1","Control 24h_2","Control 24h_3","Virus 2h_1","Virus 2h_2","Virus 2h_3","Virus 6h_1","Virus 6h_2","Virus 6h_3","Virus 10h_1","Virus 10h_2","Virus 10h_3","Virus 24h_1","Virus 24h_2","Virus 24h_3"
"TRAPPC6A",85.746,84.459,102.507,100.244,104.877,83.1603,89.2698,90.2765,85.4607,85.0477,94.3014,100.695,83.4742,83.8621,102.962,85.0913,74.9493,89.1286,90.2762,89.0555,90.386,65.0109,73.7167,74.5328
"TRAPPC6B",133.346,142.839,135.282,141.232,134.69,101.014,142.347,125.538,123.197,135.432,135.541,115.622,140.266,143.295,129.23,148.466,144.021,117.244,142.658,135.507,123.846,127.64,134.165,103.447
"TRAPPC8",204.794,197.986,183.52,210.466,206.479,196.855,197.827,190.252,193.459,207.943,198.037,191.069,207.17,192.885,200.731,209.659,193.525,199.818,202.299,208.992,199.175,215.985,239.955,277.882
"TRAPPC9",148.854,137.753,145.09,143.211,142.332,125.87,138.986,129.38,124.199,147.959,133.157,130.64,141.376,146.682,135.504,130.772,145.068,131.713,128.274,136.457,137.522,133.051,155.132,151.496
"TRIM16",742.355,778.598,750.474,693.413,710.426,738.572,732.149,769.109,766.186,654.613,711.405,727.248,747.394,791.677,762.435,735.962,808.283,760.042,736.418,794.021,803.66,772.289,855.087,797.586
"TRIM2",394.599,403.1674,367.3443,372.1544,412.4645,392.6281,382.5028,386.0496,411.7258,395.7406,403.1781,369.6192,415.8104,414.8079,380.0307,383.9349,399.4756,374.4758,392.6035,411.956,417.4873,391.1801,395.0368,396.7231
"TRIM21",68.1789,60.2742,73.3627,63.0552,56.2237,69.0683,72.6814,62.7842,68.7118,82.0352,72.8019,63.189,65.1109,64.2185,75.9881,61.4804,64.5412,57.6306,60.5123,64.1847,76.2776,86.4763,70.3987,76.9223
"TRIM24",82.533,100.185,77.6954,79.3658,104.185,67.6364,89.9117,98.1837,69.7572,97.4488,113.678,92.3723,87.3156,78.9025,82.0444,82.6802,79.994,76.3119,85.3041,104.796,69.847,93.5801,117.481,91.4985
"TRIM25",2137.75,2055.92,2137.03,2109.63,2050.18,2063.76,2052.18,2014.69,1974.96,2257.35,2118.54,2167.92,2043.84,2049.12,2111.75,2069.61,2002.94,2034.68,2182.27,2133.76,2107.57,2274.83,2103.79,2048.59
"TRIM28",4897.57,4826.87,5079.74,4827.04,4880.54,4881.14,4854.42,4842.44,4709.83,5326.13,5144.16,5184.15,4695.72,4685.13,4982.61,4902.2,4673.01,4734.22,4958.19,4986.15,4748.66,5433.4,5383.83,5237.69
"TRIM32",100.679,96.3719,105.892,106.739,95.3781,111.183,99.1827,84.2948,102.374,96.9084,95.3472,103.989,92.488,91.5058,99.26,101.304,89.9468,110.072,102.595,90.4081,101.193,97.3417,102.072,97.374
"TRIM33",72.6197,71.6676,69.2492,63.4198,73.1998,69.5419,70.569,70.2999,67.4409,70.345,72.0832,71.7882,76.0071,71.672,75.6645,72.493,59.1925,68.7694,72.9859,75.9074,67.0899,73.7742,68.9986,82.5892
"TRIM4",122.111,111.434,108.678,102.342,121.511,101.637,114.779,106.597,102.516,102.342,93.4195,91.6667,117.662,112.105,107.652,114.964,104.177,105.044,133.52,110.721,108.959,96.548,107.473,98.0378
"TRIM47",7.54859,9.85411,12.7807,8.66813,8.25747,13.8297,8.84562,8.71074,13.1402,8.14894,7.76012,9.96686,8.53438,11.2466,12.513,9.45931,11.0743,13.3112,8.29544,8.59083,12.0465,7.24683,10.2512,11.8809
"TRIM5",76.4224,87.8382,79.1278,55.8479,67.4811,75.2217,77.1485,78.607,77.6308,79.2951,85.7957,80.7452,71.3717,72.2472,86.2834,80.5245,69.7427,70.7342,79.2313,79.8265,83.2824,59.8469,72.5447,74.8215
"TRIM56",175.194,165.814,168.087,154.895,153.192,165.056,162.831,165.336,187.925,157.678,168.198,165.08,160.625,168.592,153.073,166.103,189.922,170.717,161.17,163.094,163.178,173.166,169.983,180.704
"TRIM65",26.4889,29.6606,25.2799,27.8265,27.1136,27.2791,25.6508,29.3341,26.0467,28.3211,26.0652,29.498,28.6774,27.9498,27.0769,26.3296,25.8138,26.2705,23.3053,23.5161,26.0018,23.6638,23.452,24.1469
"TRIOBP",195.835,200.626,190.846,191.802,199.61,208.255,206.271,189.742,210.601,209.968,205.058,198.317,192.015,200.068,189.617,187.73,201.802,213.305,200.634,190.733,223.62,223.814,194.042,215.715
"TRIP10",549.117,493.694,465.151,486.444,496.591,501.962,512.488,478.243,474.078,526.314,473.662,462.01,523.504,477.159,479.42,528.556,481.386,492.125,519.233,490.865,469.844,507.08,451.978,492.189
"TRIP11",63.3698,67.0394,57.3155,58.3642,62.4289,51.2597,64.7828,65.0512,56.5731,66.7558,71.3501,63.0736,63.4454,70.5615,59.7091,62.0491,68.1161,62.4025,64.077,67.0406,56.0427,66.9604,66.565,48.8304
"TRIP12",626.382,613.397,634.598,642.517,638.414,633.616,611.662,612.18,607.069,586.428,588.038,596.068,611.905,620.858,636.635,638.617,592.553,618.737,636.269,654.766,595.576,615.306,569.205,500.643
"TRIP13",607.439,632.351,610.378,450.104,527.715,533.189,574.71,595.109,567.783,576.546,598.05,590.013,598.091,587.188,573.396,566.349,592.89,576.024,587.999,603.641,582.776,562.966,607.188,544.541
"TRIP4",287.591,305.794,301.415,270.475,301.762,306.825,277.521,317.417,281.086,281.805,284.377,295.656,272.981,289.158,316.423,284.577,298.351,297.688,275.089,311.67,306.212,289.928,298,282.582
"TRIP6",417.159,400.638,410.265,414.662,403.015,375.9,425.244,437.081,418.853,390.159,386.205,398.269,423.21,416.27,420.027,408.91,415.789,414.041,415.793,398.707,437.559,460.648,463.361,443.558
"TRIR",647.736,666.297,656.38,633.317,639.683,628.148,649.176,655.484,639.474,744.05,707.892,709.86,626.086,629.262,652.244,679.151,616.748,639.758,674.21,684.638,649.948,681.106,676.985,697.504
"TRMT1",232.239,257.503,293.523,294.239,247.625,277.025,247.321,264.916,265.84,273.354,259.893,301.267,251.933,253.366,294.394,262.988,247.85,294.278,244.741,258.705,278.924,237.731,226.125,253.591
"TRMT10C",952.339,970.082,975.193,903.221,964.675,970.918,951.643,991.627,923.806,948.85,966.219,990.157,929.552,936.604,929.083,967.962,933.514,948.448,945.438,1010.14,935.468,983.652,1035.36,1042.26
"TRMT11",207.056,198.174,245.935,188.358,187.584,177.155,191.361,182.945,178.53,181.442,170.499,179.17,204.859,192.168,175.2,205.953,183.543,186.617,196.855,192.726,175.093,186.546,189.778,189.911
"TRMT112",429.357,412.731,415.355,401.219,397.931,400.358,410.545,415.509,405.72,450.843,437.3,442.787,400.043,411.513,408.654,425.134,397.018,401.335,402.545,388.77,390.586,417.668,456.328,403.685
"TRMT1L",386.809,393.812,378.581,363.139,374.85,340.319,340.498,357.805,307.336,397.65,363.314,377.612,390.256,376.11,371.675,360.242,360.21,359.01,341.45,365.182,319.997,384.129,342.509,364.978
"TRMT2A",76.4959,45.3531,70.9848,69.0401,45.6548,61.1591,89.211,62.7971,69.4354,80.3522,50.1709,73.3363,78.1508,50.9785,65.5865,77.7312,63.6797,68.1004,80.9318,50.7295,65.5172,59.9252,63.6704,74.5404
"TRMT6",67.2959,62.6355,75.084,70.7304,65.0586,69.8375,77.5039,62.8012,70.3992,68.8237,60.3071,78.4169,59.7661,63.7208,70.7486,66.8941,68.1417,78.6393,73.1749,64.7798,73.6634,80.4803,67.842,81.7316
"TRMT61B",17.339,17.3371,14.0181,15.5065,16.0313,16.2176,10.4021,19.763,15.9925,16.828,20.4766,19.9874,18.9148,25.7713,18.1467,16.1391,15.1459,18.0454,20.6637,23.3561,20.6553,18.4292,22.0203,14.1342
"TRNT1",486.505,470.591,495.717,475.044,414.132,411.322,467.713,429.573,442.828,474.974,442.347,451.135,489.488,461.419,445.771,501.286,429.152,416.925,502.001,450.931,433.083,493.388,447.288,452.594
"TRPC4",31.3198,30.7859,31.8571,34.6012,36.4488,36.4095,36.6022,37.4214,39.0909,32.3031,29.3978,33.8074,30.5984,27.2832,24.781,38.977,33.2645,30.4368,31.588,28.0048,28.9784,29.8905,26.7222,31.2341
"TRRAP",504.39,502.023,495.976,492.441,487.893,499.651,487.763,481.815,466.261,512.648,506.13,545.27,467.491,472.197,494.13,486.092,471.072,484.881,493.749,507.672,491.363,520.735,529.495,514.944
"TSC1",7.51269,8.22229,8.0343,7.19389,5.49238,8.25905,7.02038,8.51015,9.58742,6.88235,5.89235,11.459,6.45902,7.35643,10.6667,6.52451,6.91262,10.415,4.80677,6.64235,8.3503,7.55041,5.58136,7.09524
"TSC2",104.12,106.653,121.024,95.7794,105.212,100.705,105.009,122.819,97.8864,109.136,110.653,112.557,110.707,110.737,102.521,98.193,109.834,111.923,98.3729,120.143,101.455,98.5044,107.637,125.539
"TSC22D1",251.7769,269.3788,309.945,239.0172,318.686,267.5334,245.8258,259.2858,298.9968,273.3701,302.6987,292.4939,273.0782,277.7604,263.8153,260.7571,290.82,301.4378,252.9234,276.1549,289.7343,206.9105,208.7098,214.569992
"TSC22D2",71.2183,61.1455,62.2153,67.0992,63.8761,64.7068,69.3027,67.7533,78.4492,69.4737,66.2753,63.4795,79.1087,64.5391,67.609,74.3072,71.7572,71.2407,79.7989,68.823,79.3355,68.9522,45.3064,70.1906
"TSC22D4",16.4312,23.984,17.2305,16.5873,23.9309,19.112,16.8771,22.8417,18.543,15.4957,23.354,17.1409,20.3411,22.4178,17.1148,17.2535,20.1546,22.4852,18.4859,23.5319,16.4319,14.765,28.9551,11.8101
"TSEN34",198.605,197.728,217.6,189.244,193.986,207.102,180.287,193.986,192.934,207.879,212.909,219.94,203.034,199.86,220.953,203.919,178.764,204.553,203.46,205.895,192.883,191.317,182.383,199.671
"TSFM",511.727,512.929,523.472,583.72,517.892,506.178,490.895,467.985,466.4,518.382,498.373,500.842,513.533,490.66,493.943,531.768,508.37,512.418,494.194,478.088,501.827,612.78,598.83,597.854
"TSG101",810.331,808.114,787.94,763.196,785.893,769.984,812.976,757.091,759.737,783.309,801.268,756.696,790.52,776.146,772.564,804.056,815.726,797.47,793.843,820.626,783.858,687.198,675.463,647.633
"TSN",1365.44,1426.55,1283.89,1343.85,1418.17,1335.96,1328.78,1322.55,1231.92,1323.67,1328.07,1252.73,1357.76,1405.4,1321.12,1403.83,1400.86,1324.78,1377.32,1430.76,1264.84,1367.45,1235.41,1153.43
"TSNAX",1076.54,1082.61,1051.93,1095.25,1059.94,1082.97,1082.73,1035.62,1071.34,1073.26,1061.57,1044.33,1095.09,1072.09,1020.18,1073.9,1045.98,1041.9,1092.29,1079.53,1060.75,1083.6,1025.63,1125.98
"TSPAN1",89.0688,81.124,78.8072,91.8678,80.9985,72.2527,86.1545,81.4187,72.1632,78.3864,74.6316,70.6185,90.2612,81.7109,73.3647,85.3322,88.4751,78.0712,86.2957,77.4843,88.4842,115.859,87.237,73.5841
"TSPAN10",17.9806,20.1593,18.8765,18.1263,18.9674,19.0435,19.886,20.2281,18.3021,21.7882,20.4278,17.8749,15.9924,20.1947,19.0967,19.5629,17.6738,19.9754,18.6023,21.2072,19.6749,4.47629,19.0587,18.3015
"TSPAN13",153.7494,162.5676,156.3659,171.1522,179.6977,176.7226,144.2003,150.5382,145.1618,147.9036,142.6062,157.2499,146.0063,165.4476,163.8995,162.3836,166.7266,151.3438,152.2857,164.26,137.3051,139.2561,156.1374,131.6384
"TSPAN15",145.045,143.437,142.135,147.195,140.363,148.811,139.61,129.006,135.348,127.857,113.778,128.335,144.883,145.075,153.603,148.821,142.074,149.213,152.974,140.604,131.912,153.394,151.588,141.631
"TSPAN31",116.892,111.511,104.902,132.328,114.401,110.297,105.977,107.76,109.187,100.248,121.019,94.6332,112.917,115.053,113.038,109.533,99.4166,115.804,107.225,110.884,108.777,104.053,106.566,109.899
"TSPAN6",321.444,337.155,354.29,326.944,330.215,337.545,278.185,310.373,305.102,312.715,323.087,340.086,329.342,333.572,358.397,346.155,321.559,352.136,334.387,325.272,308.248,282.736,247.362,287.601
"TSPAN8",1266.92,1256.12,1387.39,1361.18,1407.9,1434.36,1339.7,1186.13,1296.87,1324.22,1164.51,1246.12,1274.93,1253.54,1324.37,1281.17,1244.07,1304.79,1246.37,1261.05,1261,1497.13,1306.81,1199.69
"TSPO",2310.072,1941.328,2011.268,2104.353,2182.196,2240.631,2460.758,1956.488,2154.239,2459.807,2170.455,2193.136,1951.422,2001.435,2163.927,1996.538,1862.893,1836.291,2040.729,1891.234,1690.989,1400.018,1194.865,1121.329
"TSPYL1",35.1311,32.6576,37.7132,29.2028,32.4759,30.017,30.7172,27.0726,27.8585,38.4558,40.1603,40.647,27.6157,31.899,32.9388,26.3754,29.4861,31.3758,21.7212,21.7507,22.0958,9.92377,6.16912,11.3229
"TSR1",551.833,569.063,585.872,532.325,596.706,577.295,575,584.162,584.396,601.894,589.05,606.816,538.356,572.733,584.948,568.633,568.964,567.689,572.907,623.26,569.9,587.898,619.258,581.817
"TSR2",47.5958,54.6828,47.1989,33.5631,44.4719,45.6964,45.1017,50.4528,51.5246,49.1887,55.451,50.0943,43.2689,50.4096,50.9971,50.8537,48.3402,41.9641,47.1337,46.873,40.3147,38.1372,40.7512,40.5092
"TSSC4",106.017,110.78,120.814,112.749,118.553,123.902,121.734,124.675,118.251,104.271,115.238,125.111,118.721,119.266,133.079,105.985,112.141,125.477,126.295,117.347,139.497,138.985,130.627,137.918
"TST",1296.48,1279.51,1302.65,1433.06,1366.74,1348.99,1391.45,1319.97,1321.77,1399.96,1373.77,1359.37,1334.02,1276.69,1327.1,1441.14,1347.48,1409.37,1426.37,1332.84,1415.83,1407.99,1443.05,1509.02
"TSTA3",554.864,539.96,560.841,596.031,544.607,551.555,612.932,572.278,599.459,653.469,620.445,618.523,614.771,608.357,599.748,582.547,587.666,569.836,632.511,613.357,664.1,629.214,589.726,634.418
"TSTD1",108.521,91.3944,94.9947,82.5669,107.437,79.3732,87.6708,112.249,96.8464,72.2628,77.9247,61.2788,85.9372,79.3102,65.6088,85.6601,94.0478,72.6702,83.4088,83.6778,113.583,112.229,158.424,147.98
"TTC1",1103.89,1065.16,1118.92,1090.15,1026.37,1082.25,1075.62,1042.84,1085.19,1134.09,1106.65,1112.88,1133.68,1095.83,1123.44,1093.98,1074.68,1087.88,1087.23,1103.78,1095.73,1185.07,1099.78,1239
"TTC19",128.831,142.576,134.014,120.379,124.208,124.326,133.611,141.839,137.777,155.872,139.104,135.549,131.023,137.235,136.484,140.998,132.422,133.788,146.765,137.157,134.696,137.523,130.509,127.267
"TTC27",118.576,135.094,128.96,114.789,116.467,127.169,127.36,130.42,126.205,125.797,131.423,129.92,121.877,135.662,119.409,121.402,132.463,123.853,128.029,130.825,124.322,120.85,117.911,113.133
"TTC33",31.8114,26.8063,31.4353,27.1551,17.5752,27.7235,32.3397,20.8062,26.5278,23.6309,16.8053,27.2786,28.7924,26.3674,25.2597,28.3487,19.3248,26.2201,23.2787,20.6425,21.1371,24.6948,19.1625,23.1022
"TTC37",1347.71,1299.73,1301.61,1262.82,1268.55,1276.12,1312.12,1290.43,1290.76,1324.96,1342.39,1328.79,1334.59,1338.39,1305.77,1303.24,1325.29,1313.86,1354.15,1364.01,1299.42,1318.63,1325.71,1281.14
"TTC38",323.645,359.852,378.182,374.183,384.542,373.07,332.515,336.929,334.132,328.963,337.453,346.112,352.627,368.831,394.965,355.977,358.904,380.053,348.168,357.739,350.724,281.689,322.587,324.073
"TTC39B",112.035,101.654,100.316,123.009,105.252,108.48,116.61,88.8203,107.156,116.183,95.4373,103.661,133.267,104.316,114.901,122.79,104.199,116.649,134.468,108.301,131.067,102.092,62.6096,61.5621
"TTC39C",70.8954,76.8508,74.0633,74.0884,73.8269,65.3427,72.2088,83.068,77.3572,71.2178,81.5865,75.7011,81.5771,84.3685,79.1368,74.6265,82.0989,76.2166,81.3985,85.489,74.7199,80.1808,100.411,83.1454
"TTC4",113.652,109.296,117.15,108.687,99.7849,107.362,112.625,115.624,114.294,125.434,116.856,119.141,105.598,107.15,121.532,108.633,107.06,118.767,125.82,112.094,113.464,111.562,111.589,113.207
"TTC7A",57.6594,72.3951,68.7734,62.3106,73.2583,65.7913,61.6386,69.9547,68.3983,66.5682,72.6613,77.1502,64.3121,70.1939,71.1905,58.8589,68.0475,71.6951,63.863,70.2974,70.8282,68.1345,66.2173,79.5595
"TTC9C",198.983,224.179,223.828,186.138,213.798,193.17,181.388,232.611,202.716,199.146,229.336,211.034,208.892,211.36,220.809,192.946,221.353,210.809,203.504,225.71,203.619,208.287,218.065,202.72
"TTI1",70.1934,84.0499,74.5052,56.4113,89.0274,69.4506,70.3781,83.7457,74.2432,79.4391,96.492,83.7891,63.1385,88.0771,72.9426,65.2987,90.372,73.3464,76.522,90.3778,69.2491,58.8693,87.5324,51.2696
"TTI2",2.71302,3.55199,2.34215,1.5893,2.1166,2.0307,3.00238,1.54389,1.0006,2.42792,4.0109,1.37277,2.8044,1.79225,2.61139,2.78995,2.63528,1.43912,4.03178,3.70144,0,3.90886,1.22238,2.24749
"TTLL12",1878.59,1902.97,1880.02,1918.41,1912.16,1941.6,1856.79,1853.86,1914.73,1958.69,1930.83,1944.26,1951.19,1927.09,2034.36,1897.93,1885.42,1942.81,2000.83,2002.02,1973.72,1952.66,1968.17,2017.12
"TTR",1510.59,1541.9,1667.93,1900.46,1938.03,1934.97,1956.57,1687.77,1544.41,1722.7,1623.83,1746.85,1227,1443.31,1586.94,1885.19,1499.37,1804.45,1805.32,1642.32,1314.92,764.38,786.723,869.456
"TTYH3",147.097,159.042,138.776,144.858,136.003,132.324,127.068,141.312,130.166,126.353,137.528,128.442,155.336,154.737,156.346,147.032,145.592,143.284,142.43,151.895,142.95,126.651,127.612,128.969
"TUBA1A",14611.417,14505.332,14743.512,14071.574,14163.647,14267.078,13439.906,13925.618,13994.797,13481.727,13565.356,13860.373,14301.805,14370.505,14419.35,14165.45,14921.51,14216.734,14063.055,14359.63,14527.488,15419.718,15140.508,15034.039
"TUBA1C",773.549,740.5745,788.843,796.4947,713.6655,760.41,735.8809,700.8923,730.552,700.489,688.7654,684.4577,768.5114,732.8435,778.082,804.9087,773.1574,756.4935,742.952,735.9289,720.2169,858.9042,819.3211,802.2649
"TUBA4A",835.852,795.251,819.171,862.531,773.626,718.369,742.025,691.4,757.309,803.521,730.264,762.076,900.826,839.574,851.067,915.82,829.844,794.5,807.656,749.8,749.794,892.616,759.975,713.889
"TUBAL3",331.717,324.059,299.382,324.748,325.913,335.216,341.425,332.214,338.998,371.112,356.371,345.984,334.292,338.636,326.753,347.409,322.781,322.547,364.898,346.347,333.873,369.975,368.008,337.47
"TUBB2A",15650.226,15127.149,15548.128,15382.721,15092.749,15212.979,14831.22,14434.741,14972.157,14967.513,14529.42,14971.796,15733.063,15275.2,15642.338,15276.356,15100.642,15060.177,15578.138,15096.335,15592.59,16903.34,15948.382,16743.779
"TUBB2B",184.199,165.514,185.969,163.27,169.231,198.047,162.036,146.872,188.631,161.02,158.944,164.362,193.975,178.882,188.352,158.336,171.624,184.251,166.238,173.668,223.905,219.541,183.588,200.536
"TUBB3",1135.335,1100.597,1101.044,1095.586,1036.363,1113.423,1088.417,1057.471,1132.241,1078.983,1067.016,1056.476,1115.137,1083.698,1128.213,1083.854,1096.566,1083.549,1121.002,1089.287,1139.551,1141.435,1144.947,1151.082
"TUBB4B",1996.54,2034.83,1936.52,2002.31,1981.87,2007.63,1896.77,1945.44,1996.49,1844.87,1889.52,1914.84,1971.93,1964.44,1952.7,1940.67,2017.56,1936.02,1950.67,1981.48,2034.77,1985.22,2241.67,2246.6
"TUBB6",440.716,413.12,418.892,363.652,334.016,381.001,436.736,436.553,429.296,425.635,408.494,420.1,426.993,393.508,393.623,420.751,409.479,399.395,424.884,388.469,432.587,462.958,485.847,476.666
"TUBG1",498.549,484.925,471.644,481.01,480.035,507.558,471.344,488.681,466.152,514.691,493.93,506.055,521.954,499.163,490.981,475.477,475.737,483.74,508.099,502.12,494.486,510.521,529.446,481.295
"TUBGCP2",73.4253,77.3402,82.8113,66.9288,68.4883,79.4174,71.5942,71.1446,77.1583,74.6639,80.5036,91.3506,70.9119,77.0207,75.2606,66.2787,72.0106,77.8769,74.2813,76.8159,86.6712,59.5281,71.3149,77.0554
"TUBGCP3",58.7035,51.944,52.7466,55.6492,54.249,48.328,53.8775,49.6354,48.4362,57.2538,51.6886,54.7289,56.9096,55.3389,50.2842,57.1418,59.2925,46.2716,54.9231,57.7623,51.6625,57.5571,67.0791,46.5162
"TUFM",6083.64,6097.59,6191.96,6011.42,6076.15,6119.62,5830.84,5702.61,5791.05,5931.63,5744.5,5926.88,6075.95,6051.66,6145.43,6127.43,5954.83,6123.91,6048.55,6029.65,5889.09,6110.79,6246.08,6335.85
"TUFT1",105.526,98.6944,105.8,113.076,105.499,110.721,120.302,128.699,123.297,97.1018,96.2702,92.1737,109.197,116.1,113.105,113.091,115.389,108.816,111.58,101.924,123.025,106.403,98.3079,87.0046
"TUSC3",68.9803,61.746,59.3179,67.2819,61.6339,57.9117,63.2955,66.7638,69.9637,65.8922,62.9795,73.4496,66.1094,66.734,74.2885,69.0962,57.9477,68.92,75.9637,62.6397,64.4649,84.3295,53.8697,75.323
"TUT7",62.5403,73.1994,73.3422,50.6476,67.6941,68.4295,60.5104,77.0642,71.494,62.5168,75.783,74.2863,64.8288,80.4508,74.8313,56.6169,69.236,78.3844,68.221,76.3642,71.588,60.9907,70.2005,59.5144
"TVP23B",223.991,216.985,229.971,226.818,233.137,248.418,242.171,230.781,250.462,227.379,218.581,221.502,238.228,225.349,222.017,234.01,242.871,225.468,258.893,246.919,253.662,244.404,252.944,229.503
"TWF1",2433.48,2298.716,2366.642,2403.769,2315.116,2363.688,2324.021,2258.017,2261.012,2462.816,2357.219,2436.896,2324.983,2205.613,2351.243,2346.396,2244.317,2310.847,2356.654,2381.255,2408.488,2453.824,2242.533,2370.185
"TWF2",566.234,522.114,583.219,495.831,476.342,542.804,557.608,533.219,587.289,569.361,527.07,552.951,566.626,567.626,577.683,574.953,546.491,541.685,564.723,554.121,618.261,539.176,574.784,529.334
"TWISTNB",135.206,124.48,126.218,125.082,124.66,115.091,169.922,148.814,127.616,173.576,149.315,152.991,123.826,126.202,113.67,144.646,132.079,134.989,161.013,145.59,133.144,158.635,162.924,130.422
"TWNK",14.7212,10.8653,9.73555,12.6485,12.4481,9.86878,12.2584,10.5682,11.7843,16.0045,13.1231,11.6388,12.9691,16.3577,11.508,12.5333,12.0522,10.6789,15.9982,12.94,12.5576,8.80524,18.8028,13.7017
"TXLNA",934.043,934.993,985.379,883.171,820.984,876.772,956.297,916.029,907.631,999.746,968.917,1001.58,825.117,841.764,917.588,910.706,848.466,931.263,954.064,946.896,920.79,1024.93,1008.94,993.697
"TXLNG",140.353,118.696,153.564,160.087,112.106,124.795,146.698,121.007,129.564,153.186,124.644,137.813,145.895,122.159,140.33,137.456,123.508,121.321,148.397,122.738,121.769,175.324,105.416,133.431
"TXN",2621.51,2665.74,2719.41,2563.25,2651.37,2634.56,2655.34,2584.92,2720.45,2605.37,2543.82,2587.72,2517.64,2558.9,2560.3,2620.15,2884.87,2718.72,2553.1,2595.1,2756.97,2513.6,2435.9,2357.6
"TXN2",594.448,581.912,572.085,580.741,577.839,566.512,582.83,550.49,526.393,572.508,577.164,585.999,581.535,573.474,580.701,593.373,548.319,529.45,570.023,547.764,548.931,536.747,556.665,544.593
"TXNDC12",1480.42,1418.57,1476.39,1443.54,1402.53,1458.29,1382.79,1260.41,1301.19,1387.81,1283.99,1317.58,1446.37,1395.52,1387.42,1444.01,1358.37,1385.88,1398.13,1324.67,1325.24,1485.58,1381.91,1343.78
"TXNDC15",59.9438,54.5818,68.4248,64.2041,63.1855,66.4563,70.3757,79.9208,65.7125,70.1434,60.318,66.1268,70.9878,55.7372,56.7947,66.5684,54.6903,57.5877,61.0001,68.1579,68.2475,65.1091,58.4516,57.8296
"TXNDC17",831.418,791.323,772.445,770.344,798.52,800.921,795.848,757.857,800.938,830.215,774.097,797.678,818.474,755.446,747.663,850.127,766.193,767.242,805.528,758.674,787.448,815.996,731.224,736.712
